F#3	54	56
G3	55	57
G#3	56	57
A3	57	58
A#3	58	58
B3	59	59
C4	60	60
C#4	61	60
D4	62	61
D#4	63	61
E4	64	62
F4	65	63
F#4	66	63
G4	67	64
G#4	68	64
A4	69	65
A#4	70	65
B4	71	66
C5	72	67
C#5	73	67
D5	74	68
D#5	75	68
E5	76	69
F5	77	70
F#5	78	70
G5	79	71
G#5	80	71
A5	81	72
A#5	82	72
B5	83	73
C6	84	74
C#6	85	74
