,dan,xipi,liushui,x,也有失意痛哭嚎啕，,97.5,103,也有,失意,痛哭嚎啕，
,dan,xipi,liushui,s,轿内的人儿弹别调，,103.5,108,轿内的,人儿,弹别调，
,dan,xipi,liushui,x,必有隐情在心潮。,108.5,118,必有,隐情,在心潮。
,dan,xipi,liushui,s,耳听得悲声惨心中如捣，,131,138.5,耳听得,悲声惨,心中如捣，
,dan,xipi,liushui,x,同遇人为什么这样嚎啕？,139.5,147.5,同遇人,为什么,这样嚎啕？
,dan,xipi,liushui,s,莫不是夫郎丑难谐女貌？,148.5,156,莫不是,夫郎丑,难谐女貌？
,dan,xipi,liushui,x,莫不是强婚配鸦占鸾巢？,157,166,莫不是,强婚配,鸦占鸾巢？
,dan,xipi,liushui,s,叫梅香你把那好言相告，,166.5,174.5,叫梅香,你把那,好言相告，
,dan,xipi,liushui,x,问那厢因何故痛哭无聊。,175,185,问那厢,因何故,痛哭无聊。
,dan,xipi,liushui,s,听薛良一语来相告，,200,207.5,听薛良,一语,来相告，
,dan,xipi,liushui,x,满腹骄矜顿雪潇，,208,212,满腹,骄矜,顿雪潇，
,dan,xipi,liushui,s,人情冷暖凭天造，,213.5,218,人情,冷暖,凭天造，
,dan,xipi,liushui,x,谁能移动他半分毫。,218.5,224,谁能,移动他,半分毫。
,dan,xipi,liushui,s,我在不足他正少，,225.5,230.5,我在,不足,他正少，
,dan,xipi,liushui,x,他为饥寒我为娇。,231,235,他为,饥寒,我为娇。
,dan,xipi,liushui,s,分我一枝珊瑚宝，,236.5,241.5,分我,一枝,珊瑚宝，
,dan,xipi,liushui,x,安他半世凤凰巢。,242,246,安他,半世,凤凰巢。
,dan,xipi,liushui,s,忙把梅香低声儿叫，,246.5,267,忙把,梅香,低声儿叫，
,dan,xipi,liushui,x,莫把姓名你信口晓，,276.5,285.5,莫把,姓名,你信口晓，
,dan,xipi,liushui,s,这都是神话凭空造，,297,304.5,这都是,神话,凭空造，
,dan,xipi,liushui,x,自把珠玉夸富豪，,305,309.5,自把,珠玉,夸富豪，
,dan,xipi,liushui,s,麟儿那有神送到，,310.5,315.75,麟儿,那有,神送到，
,dan,xipi,liushui,x,积德才生玉树苗，,316,320,积德,才生,玉树苗，
,dan,xipi,liushui,s,小小囊儿何足道，,321.5,327,小小,囊儿,何足道，
,dan,xipi,liushui,x,救她饥渴胜琼瑶。,327.5,337,救她,饥渴,胜琼瑶。
daxp-DangRiLi-SuoLinNang.xml,dan,xipi,yuanban,s,当日里好风光忽觉转变，,34,60,当日里,好风光,忽觉转变，
,dan,xipi,yuanban,x,霎时间日色淡似坠西山。,86,108,霎时间,日色淡,似坠西山。
,dan,xipi,yuanban,s,在轿中只觉得天昏地暗。,138,156.5,在轿中,只觉得,天昏地暗。
,dan,xipi,yuanban,x,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,158,204,耳听得,风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是,大雨倾天。
,dan,xipi,yuanban,s,那花轿必定是因陋就简，,274,292.5,那花轿,必定是,因陋就简，
,dan,xipi,yuanban,x,隔帘儿我也曾侧目偷观。,294,312.5,隔帘儿,我也曾,侧目偷观。
,dan,xipi,yuanban,s,虽然是古青庐以朴为俭，,314,332.5,虽然是,古青庐,以朴为俭，
,dan,xipi,yuanban,x,哪有这短花帘，旧花幔，参差流苏，残破不全。,334,364,哪有这,短花帘，旧花幔，参差流苏，,残破不全。
,dan,xipi,yuanban,s,轿中人必定有一腔幽怨，,430,451,轿中人,必定有,一腔幽怨，
,dan,xipi,yuanban,x,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,451.5,485,她泪自弹、,声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，,好不惨然。
,dan,xipi,yuanban,s,于归日理应当喜形于面，,486,508.5,于归日,理应当,喜形于面，
,dan,xipi,yuanban,x,为什么悲切切哭得可怜。,510,532,为什么,悲切切,哭得可怜。
,dan,xipi,yuanban,s,那时节奴妆奁不下百万，,554,572.5,那时节,奴妆奁,不下百万，
,dan,xipi,yuanban,x,怎奈我在轿中赤手空拳。,574,596,怎奈我,在轿中,赤手空拳。
,dan,xipi,yuanban,s,急切里想起了锁麟囊一（呀）件，,626,644.5,急切里,想起了,锁麟囊一（呀）件，
,dan,xipi,yuanban,x,囊虽小却能做续命泉源。,646,668,囊虽小,却能做,续命泉源。
,dan,xipi,liushui,s,有金珠和珍宝光华灿烂，,715,723.5,有金珠,和珍宝,光华灿烂，
,dan,xipi,liushui,x,红珊瑚碧翡翠样样倶全。,724.5,732,红珊瑚碧翡翠样样倶全。,,
,dan,xipi,liushui,s,还有那夜明珠粒粒成串，,733.5,741.5,还有那,夜明珠,粒粒成串，
,dan,xipi,liushui,x,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,742,769.5,还有那,赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个,宝孕光含。
,dan,xipi,liushui,s,这囊儿虽非是千古罕见，,770.5,778.5,这囊儿,虽非是,千古罕见，
,dan,xipi,liushui,x,换衣食也够她生活几年。,779,790,换衣食,也够她,生活几年。
daxp-DiTouLi-NvQiJie.xml,dan,xipi,liushui,s,低头离了洪洞县，,13,19,低头,离了,洪洞县，
,dan,xipi,liushui,x,将身来在大街前。,20.5,26,将身,来在,大街前。
,dan,xipi,liushui,s,未曾开言我心好惨，,26.5,32,未曾,开言,我心好惨，
,dan,xipi,liushui,x,过往的君子听我言。,32.5,37,过往的,君子,听我言。
,dan,xipi,liushui,s,哪一位去往南京转，,37.5,43,哪一位,去往,南京转，
,dan,xipi,liushui,x,与我那三郎把信传。,43.5,48,与我,那三郎,把信传。
,dan,xipi,liushui,s,就说苏三把命断，,49,52,就说,苏三,把命断，
,dan,xipi,liushui,x,来生变犬马我当报还。,52.5,61,来生变,犬马我,当报还。
daxp-DuiLingHua-BiYuZan.xml,dan,xipi,manban,s,对菱花暗地里芳心自转，,0,30.5,对菱花,暗地里,芳心自转，
,dan,xipi,manban,x,听她言不由人喜上眉尖。,31,65.5,听她言,不由人,喜上眉尖。
,dan,xipi,manban,s,果然是成佳偶两心欢恋，,66,102.5,果然是,成佳偶,两心欢恋，
,dan,xipi,manban,x,也算得人世间美满姻缘。,103,129,也算得,人世间,美满姻缘。
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,s,儿的父为国家阵前命丧，,0,30,儿的父,为国家,阵前命丧，
,dan,xipi,manban,x,撇下了奴一人好不悲凉。,32,64,撇下了,奴一人,好不悲凉。
,dan,xipi,manban,s,奴这里只把那结婚思量，,65,99,奴这里,只把那,结婚思量，
,dan,xipi,manban,x,倒不如与伯党匹配鸾凰。,101,135,倒不如,与伯党,匹配鸾凰。
,dan,xipi,manban,s,清早起我和他一度商量，,137,167,清早起,我和他,一度商量，
,dan,xipi,manban,x,不想到狠心郎一味猖狂。,169,195,不想到,狠心郎,一味猖狂。
