daxp-DangRiLi-SuoLinNang,“当日里好风光忽觉转变”——《锁麟囊》（薛湘灵）,dan,xipi,yuanban; liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第12-18页,a0a35183-985b-48ef-b0c9-7fd3ae555d34;61dd663f-77b8-423b-8ce9-4c40fee8b014;0d011b09-469c-49d8-ba05-52735c4c3dc0
daxp-DiTouLi-NvQiJie,“低头离了洪洞县”——《女起解》（苏三）,dan,xipi,liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第84页,53ba3ccd-25ef-4bbd-a88a-257942a14545;77fed327-8dfd-4a33-aed0-0e22eefe1e60;b80fb96e-7098-47c6-a65e-853ec2ac6e13;3d2b84d2-4425-4349-ada0-729767e859ce
daxp-DuiLingHua-BiYuZan,“对菱花暗地里芳心自转”——《碧玉簪》（张玉贞）,dan,xipi,manban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第520-522页,--
daxp-ErDeFu-HongNiGuan,“儿的父为国家阵前命丧”——《虹霓关》（东方氏）,dan,xipi,manban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第527-530页,--
daxp-ErTingDe-SuoLinNang,“耳听得悲声惨心中如捣”——《锁麟囊》（薛湘灵）,dan,xipi,liushui,yes,《京剧曲谱集成·第五集》第142-149页（上海：上海文艺出版社，1992）,ff9f605c-1296-4656-b15b-b4d32c6aa266
daxp-FeiShiWo-TaoHuaCun,“非是我嘱咐叮咛把话讲”——《桃花村》（春兰）,dan,xipi,liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第85页,cdb1edb9-0dbf-4dd8-9aaf-9bd340082291;7695f2c1-e34a-4394-94fc-2c16ce7b059c
daxp-LaoDieDie-DaYuShaJia-1,“老爹爹清晨起前去出道”——《打渔杀家》（萧桂英）,dan,xipi,yuanban,no,《京剧曲谱集成·第三集》第34-36页（上海：上海文艺出版社，1992）,--
daxp-LaoDieDie-DaYuShaJia-2,“老爹爹清晨起前去出道”——《打渔杀家》（萧桂英）,dan,xipi,yuanban,yes,《中国京剧流派剧目集成·第贰集》第33-37页（北京：学苑出版社，2006）,--
daxp-LaoDieDie-SanJiZhang-1,“老爹爹请息怒容儿细讲”——《三击掌》（王宝钏）,dan,xipi,manban,yes,《京剧曲谱集成·第十集》第100-102页（上海：上海文艺出版社，1998）,--
daxp-LaoDieDie-SanJiZhang-2,“老爹爹请息怒容儿细讲”——《三击掌》（王宝钏）,dan,xipi,manban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第346-349页,--
daxp-LaoDieDie-YuZhouFeng,“老爹爹发恩德将本修上”——《宇宙锋》（赵艳荣）,dan,xipi,yuanban; sanban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第8-9页,7b5e1730-5351-44d6-bc91-fabc991cce40;5adc333c-086d-4771-9ebf-1d34a652c988;726ae2b1-4578-4db7-aca8-e1c586bb3b3b;340dfaad-1a7c-459e-b63b-a689e2c90750
daxp-MengJunZi-ChunQiuPei-1,“蒙君子致殷勤再三问话”——《春秋配》（姜秋莲）,dan,xipi,yuanban,yes,《中国京剧流派剧目集成·第贰拾集》第151-157页（北京：学苑出版社，2010）,a00666b5-07ef-40c8-8117-78b871569354
daxp-MengJunZi-ChunQiuPei-2,“蒙君子至诚心再三问话”——《春秋配》（姜秋莲）,dan,xipi,yuanban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第9-11页,a00666b5-07ef-40c8-8117-78b871569354
daxp-MengTingDe-MuiGuiYingGuaShuai,“猛听得金鼓响画角声震”——《穆桂英挂帅》（穆桂英）,dan,xipi,liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第82-83页,8f74f298-ab4f-4687-9fff-18d7f588a1d6;c1c8375c-96f4-4ceb-88fb-6740357f1c2e;c0116d0a-b375-4263-b2e4-b72ba78ad4f1
daxp-MuQinBu-FengHuanChao,“母亲不必心太偏”——《凤还巢》（程雪娥）,dan,xipi,liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第83页,4e3b46b2-9db7-4f52-af95-e43239a6c0e1;a1e4b77b-88b0-4003-b688-66e39f579dc6;83d2fc7f-e1c1-4359-b417-ed9e519ecbb7
daxp-NiDeFu-FenHeWan,“你的父去投军无音信”——《汾河湾》（柳迎春）,dan,xipi,yuanban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第327-329页,25100676-2c77-424e-8f64-a85cfbc5c035
daxp-QiaoLouShang-HuangShanLei,“谯楼上二更鼓声声送听”——《荒山泪》（张慧珠）,dan,xipi,manban; yuanban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第45-50页,99d45fdf-bb4e-4339-ad90-33132972f8d7;ed2e4c26-593d-4a05-af4a-ab488bac9bcc;5a0e9586-18c9-4cd7-b456-7d1370379023;ed0038b7-4117-4d98-bb9d-736a35187832
daxp-SuSanLi-NvQiJie,“苏三离了洪洞县”——《女起解》（苏三）,dan,xipi,liushui,yes,《京剧曲谱集成·第三集》第186-188页（上海：上海文艺出版社，1992）,53ba3ccd-25ef-4bbd-a88a-257942a14545;77fed327-8dfd-4a33-aed0-0e22eefe1e60;b80fb96e-7098-47c6-a65e-853ec2ac6e13;3d2b84d2-4425-4349-ada0-729767e859ce
daxp-TingTaYan-ZuoGong,“听他言吓得我浑身是汗”——《坐宫》（铁静公主）,dan,xipi,liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第81-82页,7ab76846-5a1e-4d17-805c-b08f63a8f1e1;877e5dd2-a2fd-4f09-bcf7-cc2244c345f0
daxp-WoDeNiang-XinAnYi,“我的娘她忘了女生外姓”——《辛安驿》（周凤英）,dan,xipi,yuanban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第480-1页,--
daxp-WoHeNi-SangYuanHui,“我和你有什么夫妻的情”——《桑园会》（罗敷）,dan,xipi,kuaiban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第650页,--
daxp-WoZhuYe-SiLangTanMu,“我主爷金沙滩早把命丧”——《四郎探母》（萧太后）,dan,xipi,manban; yaoban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第42-45页,--
daxp-XiRiLiang-LongFengChengXiang,“昔日梁鸿配孟光”——《龙凤呈祥》（孙尚香）,dan,xipi,manban,yes,《京剧曲谱集成·第七集》第137-140页（上海：上海文艺出版社，1992）,e993b1be-7efc-4c08-893a-9d7ab252dd35;1845b538-0110-48ab-b4d8-b0a63eec7d1d;0a07c955-ba2e-4dc2-aff8-c1095b138718;19c807c5-9458-4eec-9a35-ddd11bca438c;6a3595bd-3ba1-4a69-9f13-d0190fabcd28
daxp-XiRiLi-LongFengChengXiang,“昔日里梁鸿配孟光”——《龙凤呈祥》（孙尚香）,dan,xipi,manban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第51-54页,e993b1be-7efc-4c08-893a-9d7ab252dd35;1845b538-0110-48ab-b4d8-b0a63eec7d1d;0a07c955-ba2e-4dc2-aff8-c1095b138718;19c807c5-9458-4eec-9a35-ddd11bca438c;6a3595bd-3ba1-4a69-9f13-d0190fabcd28
daxp-XiShiNv-XiShi,“西施女生长在苎萝村里”——《西施》（西施）,dan,xipi,manban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第38-41页,a7486ea5-5260-4dbf-b348-6fc5658c1709;373f5b60-94ec-4462-9384-312abeffc039;565ca31c-18bb-4835-89b5-851a6e84a6d5;f83e1071-898e-496e-8d25-5542e2aaf621
dldeh-ShouBiPo-ChunQiuPei,“受逼迫去捡柴泪如雨下”——《春秋配》（姜秋莲、乳娘）,dan; laodan,erhuang,manban; sanyan; manban,yes,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第73-77页,fa38d170-6a3e-4ff9-af0c-d39515c0af74;0974788f-95a7-4c2e-aad6-10765cdcf0ff;71e0f158-fdf1-4bb0-a9a5-93b48fc03e48
lseh-JinZhongXiang-ShangTianTai,“金钟响玉磬应王登龙庭”——《上天台》（刘秀）,laosheng,erhuang,manban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第147-9页,5ed08f0b-d5ca-4cde-a666-edbe324a7e4f;c2ae617a-31eb-4e96-a91a-2950a8967d84;48584d87-cdd8-4889-bca8-a33c480d16ca;c862aa4f-1f2b-4536-a0b3-8f78258f5c25;fd2f19f4-8a47-4f98-835e-0fb942012da3;08572e05-87ab-4c28-b907-7f99de309577
lseh-LaoZhangBu-WuPenJi,“老丈不必胆怕惊”——《乌盆记》（刘世昌）,laosheng,erhuang,yuanban,yes,《中国京剧流派剧目集成·第陆集》第108-115页（北京：学苑出版社，2006）,1bab143d-51a8-471b-9362-3dd8e16addcc; c324e05f-63fb-4b1d-8be8-f7216ff4b1d9; c2a487fb-6fc0-4e09-ae8d-a3f522f5248b; 0c25956f-0604-4594-8a74-cce99c3c2ea5; 99b8900e-d3e2-47e6-8558-137450b9b12d; a84e5e88-8c46-48a4-9c61-997f5bcbd31a
lseh-NiangZiBu-SouGuJiuGu,“娘子不必太烈性”——《搜孤救孤》（程婴）,laosheng,erhuang,yuanban; yaoban,yes,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第5-7页,c0573287-bcfb-4cbf-b874-2fa07f3061f9; 8ef21c5c-351f-4425-84b3-965162f3d1f4; bc131298-3302-4306-97c2-8020a33a4b86; 0fd0db45-cf47-4e80-b83e-81cd24261d03
lseh-TanXiongDi-SangYuanJiZi,“叹兄弟遭不幸一旦丧命”——《桑园寄子》（邓伯道）,laosheng,erhuang,manban,yes,《京剧曲谱集成·第七集》第61-65页（上海：上海文艺出版社，1994）,1cc2549d-9a69-471b-969f-dda5a3123818;9cbe672c-986d-4abf-b2b0-63c2d0b01521;bfb9f064-1172-405a-8596-77adde3b8e11
lseh-TuZeiZuo-SouGuJiuGu,“屠贼做事心太狼”——《搜孤救孤》（公孙杵）,laosheng,erhuang,yuanban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第82-3页,--
lseh-WeiGuoJia-HongYangDong-1,“为国家哪何曾半日闲空”——《洪羊洞》（杨延昭）,laosheng,erhuang,yuanban,yes,《中国京剧流派剧目集成·第陆集》第38-41页（北京：学苑出版社，2006）,bb650d54-589d-4eb2-a256-894a7f8d063f;331aa279-1a21-4510-9e43-a06dc861139a;e1a00a13-c48f-4778-9c37-330feda55b22;2862fcf4-73d6-4ae6-a30f-3572e0944e6f;28d61bf3-65d9-4cfa-94c0-405826a86c9f;0912a071-5f3c-4fe7-abdf-b1767dbc3d15;616a3f87-02d5-4962-8385-2e31d17aa6a6;157f8137-339f-45ee-b96d-921d048702b2
lseh-WeiGuoJia-HongYangDong-2,“为国家哪何曾半日闲空”——《洪羊洞》（杨延昭）,laosheng,erhuang,yuanban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第174-6页,bb650d54-589d-4eb2-a256-894a7f8d063f;331aa279-1a21-4510-9e43-a06dc861139a;e1a00a13-c48f-4778-9c37-330feda55b22;2862fcf4-73d6-4ae6-a30f-3572e0944e6f;28d61bf3-65d9-4cfa-94c0-405826a86c9f;0912a071-5f3c-4fe7-abdf-b1767dbc3d15;616a3f87-02d5-4962-8385-2e31d17aa6a6;157f8137-339f-45ee-b96d-921d048702b2
lseh-WeiGuoJia-HongYangDong-3,“为国家哪何曾半日闲空”——《洪羊洞》（杨延昭）,laosheng,erhuang,yuanban,yes,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第4-5页,bb650d54-589d-4eb2-a256-894a7f8d063f;331aa279-1a21-4510-9e43-a06dc861139a;e1a00a13-c48f-4778-9c37-330feda55b22;2862fcf4-73d6-4ae6-a30f-3572e0944e6f;28d61bf3-65d9-4cfa-94c0-405826a86c9f;0912a071-5f3c-4fe7-abdf-b1767dbc3d15;616a3f87-02d5-4962-8385-2e31d17aa6a6;157f8137-339f-45ee-b96d-921d048702b2
lseh-WeiKaiYan-RangXuZhou,“未开言不由人珠泪滚滚”——《让徐州》（陶谦）,laosheng,erhuang,yuanban,yes,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第8-9页,2a705b6b-faf9-4b95-a508-60921b248528;7b1b6808-dae2-4313-a8ca-e86dd91fb4fe
lseh-XinZhongYou-WenZhaoGuan,“心中有事难合眼”——《文昭关》（伍员）,laosheng,erhuang,yuanban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第177-185页,21a6ca1e-c93e-49ae-b169-e8a19eac742b;26054c12-3578-4d64-a251-f8f694fbc41c;4c60321a-9574-48da-91f0-ddd545422926;a754e45c-5672-44de-b657-d8098977bd28;e4779801-197e-40e3-80ce-a2e281113d83;9848a41c-4623-46c3-853b-c32d5f65f774
lseh-XiRiLi-BaoLianDeng,“昔日里有一个孤竹君”——《宝莲灯》（刘彦昌）,laosheng,erhuang,kuaisanyan,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第217-223页,a5ece9a7-e076-4b72-b3fe-8a5dbceb3b9e;3b0c4147-9bbc-487e-be5c-593dadbb6948;1cb5f8f0-fd5a-402c-86df-40090771727e
lseh-XuMaoGong-QinQiongFaPei,“徐茂公阴阳多奥妙”——《秦琼发配》（秦琼）,laosheng,erhuang,yuanban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第90-1页,--
lseh-YangYanZhao-PengBei,“杨延昭奉父命巡查大营”——《碰碑》（杨延昭）,laosheng,erhuang,yuanban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第88-9页,--
lseh-YiLunMing-WenZhaoGuan-1,“一轮明月照窗前”——《文昭关》（伍员）,laosheng,erhuang,manban; yuanban,yes,《京剧曲谱集成·第二集》第71-79， 81-86，87-92页（上海：上海文艺出版社，1992）,21a6ca1e-c93e-49ae-b169-e8a19eac742b;26054c12-3578-4d64-a251-f8f694fbc41c;4c60321a-9574-48da-91f0-ddd545422926;a754e45c-5672-44de-b657-d8098977bd28;e4779801-197e-40e3-80ce-a2e281113d83;9848a41c-4623-46c3-853b-c32d5f65f774;344893db-a7c6-462f-a9da-f626cbccd30a
lseh-YiLunMing-WenZhaoGuan-2,“一轮明月照窗前”——《文昭关》（伍员）,laosheng,erhuang,manban,yes,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第40-44页,21a6ca1e-c93e-49ae-b169-e8a19eac742b;26054c12-3578-4d64-a251-f8f694fbc41c;4c60321a-9574-48da-91f0-ddd545422926;a754e45c-5672-44de-b657-d8098977bd28;e4779801-197e-40e3-80ce-a2e281113d83;9848a41c-4623-46c3-853b-c32d5f65f774;344893db-a7c6-462f-a9da-f626cbccd30a
lseh-YiLunMing-ZhuoFangCao-1,“一轮明月照窗下”——《捉放曹》（陈宫）,laosheng,erhuang,manban; yuanban; sanban,yes,《京剧曲谱集成·第六集》第45-60页（上海：上海文艺出版社，1992）,c13f8d5d-8ecd-463d-80bb-dc9d598b2a3a;164b42c5-7913-4fa2-a4fc-47b7347c86b4;cfe06d90-ddbb-41f0-bc53-93e9edd489fc;d99c6541-c375-496d-849d-3b431a1c6270;999917df-2282-49d4-ad95-e45d176fba64;54868a0d-7267-4405-90c1-53f93b435d62;415d9fcc-bad8-45db-adec-01ffd04b9cec;741ae5da-5626-42ad-923c-c76c9d4c87b2
lseh-YiLunMing-ZhuoFangCao-2,“一轮明月照窗下”——《捉放曹·宿店》（陈宫）,laosheng,erhuang,sanyan,yes,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第44-7页,c13f8d5d-8ecd-463d-80bb-dc9d598b2a3a;164b42c5-7913-4fa2-a4fc-47b7347c86b4;cfe06d90-ddbb-41f0-bc53-93e9edd489fc;d99c6541-c375-496d-849d-3b431a1c6270;999917df-2282-49d4-ad95-e45d176fba64;54868a0d-7267-4405-90c1-53f93b435d62;415d9fcc-bad8-45db-adec-01ffd04b9cec;741ae5da-5626-42ad-923c-c76c9d4c87b2
lseh-YiLunMing-ZhuoFangSuDian,“一轮明月照窗下”——《捉放宿店》（陈宫）,laosheng,erhuang,manban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第208-12页,c13f8d5d-8ecd-463d-80bb-dc9d598b2a3a;164b42c5-7913-4fa2-a4fc-47b7347c86b4;cfe06d90-ddbb-41f0-bc53-93e9edd489fc;d99c6541-c375-496d-849d-3b431a1c6270;999917df-2282-49d4-ad95-e45d176fba64;54868a0d-7267-4405-90c1-53f93b435d62;415d9fcc-bad8-45db-adec-01ffd04b9cec;741ae5da-5626-42ad-923c-c76c9d4c87b2
lseh-ZenNengGou-BaDaChui,“怎能够思一计番营来进”——《八大锤》（王佐）,laosheng,erhuang,yuanban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第80-1页,d3ad6e76-0db6-4019-a447-387424681de5
lseh-ZiNaRi-HongYangDong,“自那日朝罢归身染重病”——《洪羊洞》（杨延昭）,laosheng,erhuang,kuaisanyan,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第213-216页,94a6509a-3094-4eed-a4af-c9e473c3bc9e;fc937252-7075-4be7-ab75-7b8def950e96;be808bac-ce71-4b53-8526-0b17b52f0cbf;f4b85e11-964c-4dbc-8db4-bb117870b3a0;2537e774-8b6b-4f3b-922f-0fdff3307fae;28286976-73dc-489b-9d53-44834c1a322c;2b917115-71c0-4dc1-abfa-e6ee317ee296
lsxp-CiShiJian-HuaiHeYing-1,“此时间不可闹笑话”——《淮河营》（蒯彻）,laosheng,xipi,liushui; sanban,yes,《中国京剧流派剧目集成·第壹集》第47-49页（北京：学苑出版社，2006）,3a9ad3e0-c11a-475f-9e01-601ee628971e;c7f4c6e8-a4be-4d70-a29c-de6ee09035c1
lsxp-CiShiJian-HuaiHeYing-2,“此时间不可闹笑话”——《淮河营》（蒯彻）,laosheng,xipi,liushui; sanban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第72-73页,3a9ad3e0-c11a-475f-9e01-601ee628971e;c7f4c6e8-a4be-4d70-a29c-de6ee09035c1
lsxp-DaHeYi-SiLangTanMu,“大喝一声如雷震”——《四郎探母》（杨延辉、杨延昭）,laosheng,xipi,yaoban; kuaiban; yaoban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第87-89页,--
lsxp-HenPingWang-WenZhaoGuan,“恨平王无道乱楚宫”——《文昭关》（伍员）,laosheng,xipi,yuanban,yes,《京剧曲谱集成·第二集》第68-69页（上海：上海文艺出版社，1992）,--
lsxp-JiangShenEr-SanJiaDian,“将身儿来至在大街口”——《三家店》（秦琼）,laosheng,xipi,liushui,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第70-71页,be5fd857-b619-42c8-ae90-71cfa2d71d25;2a38cb82-1fd4-4dd9-8534-2277eb76ac34;b9884e3c-b8f4-41b8-b658-435f808b17b0;1768be2c-600a-4007-8260-d8e29f3d8944;88b5a7cf-69ac-44f6-bd36-63d76a0f70b0;d0243f6c-d19f-44a3-88d1-3d8ed0894433
lsxp-JianMaSu-ZhanMaSu,“见马谡跪账下”——《斩马谡》（诸葛亮）,laosheng,xipi,kuaiban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第395页,--
lsxp-LiangGuoJiao-ShiJieTing-1,“两国交锋龙虎斗”——《失街亭》（诸葛亮）,laosheng,xipi,yuanban,no,刘吉典《京剧音乐概论》北京：人民音乐出版社，1981；第320-321页,637ca54f-5d17-4af3-a6bf-7d62b00892c6; a6bbc3b7-8e02-4517-bc9e-7a443487ed68; 6bd60d51-1ac7-46df-ac47-7c857ba44970; 630e5c81-72e7-4a2e-a462-debb5a1180dc; f5d13640-5b46-40f6-b55c-7e4b0614cefe
lsxp-LiangGuoJiao-ShiJieTing-2,“两国交锋龙虎斗”——《失街亭》（诸葛亮）,laosheng,xipi,yuanban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第2-3页,637ca54f-5d17-4af3-a6bf-7d62b00892c6; a6bbc3b7-8e02-4517-bc9e-7a443487ed68; 6bd60d51-1ac7-46df-ac47-7c857ba44970; 630e5c81-72e7-4a2e-a462-debb5a1180dc; f5d13640-5b46-40f6-b55c-7e4b0614cefe
lsxp-QingGongYan-FaDongWu,“庆功宴上把酒饮”——《代东吴》（刘备）,laosheng,xipi,yuanban,no,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第481-2页,--
lsxp-ShenGongWu-LongFengChengXiang,“深宫无处不飞花”——《龙凤呈祥》（刘备）,laosheng,xipi,yuanban,yes,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第4-5页,--
lsxp-TingTaYan-ZhuoFangCao-1,“听他言吓得我心惊胆怕”——《捉放曹》（陈宫）,laosheng,xipi,manban,yes,《京剧曲谱集成·第六集》第33-40页（上海：上海文艺出版社，1992）,07619552-5b78-4ff0-b6cc-a3404d218adc;afc17266-ac4c-4ae3-b53a-a8f619bd923b;4851edde-35ec-4574-a52c-beb5f193787b;0d3df1ed-4b3d-46c7-8143-1763eab7cd19;89f557f0-7a25-4771-892f-9ad57897117e;1e881514-1311-40c8-9ba1-6dfb0ab542dc;6d01a8de-993d-4488-9e12-78ae53aefaaa;7a762441-2f48-4249-8997-d1707238cb77;07346b9f-3ece-4547-923a-c69ded3bbc62
